"DBKEY","Station","Daily.Date","Data.Value","Qualifier","Revision.Date","Date","UNITS","STATION","DATE"
"12509","L005",2021-07-27,13.57,"",2021-07-30,2021-07-27,"ft NGVD29","L005",2021-07-27
"12509","L005",2021-07-28,13.62,"",2021-07-30,2021-07-28,"ft NGVD29","L005",2021-07-28
"12509","L005",2021-07-29,13.68,"",2021-08-13,2021-07-29,"ft NGVD29","L005",2021-07-29
"12509","L005",2021-07-30,13.69,"",2021-08-13,2021-07-30,"ft NGVD29","L005",2021-07-30
"12509","L005",2021-07-31,13.71,"",2021-08-13,2021-07-31,"ft NGVD29","L005",2021-07-31
"12509","L005",2021-08-01,13.72,"",2021-08-13,2021-08-01,"ft NGVD29","L005",2021-08-01
"12509","L005",2021-08-02,13.74,"",2021-08-13,2021-08-02,"ft NGVD29","L005",2021-08-02
"12509","L005",2021-08-03,13.77,"",2021-08-13,2021-08-03,"ft NGVD29","L005",2021-08-03
"12509","L005",2021-08-04,13.83,"",2021-08-13,2021-08-04,"ft NGVD29","L005",2021-08-04
"12509","L005",2021-08-05,13.9,"",2021-08-13,2021-08-05,"ft NGVD29","L005",2021-08-05
"12509","L005",2021-08-06,13.94,"",2021-08-13,2021-08-06,"ft NGVD29","L005",2021-08-06
"12509","L005",2021-08-07,14,"",2021-08-13,2021-08-07,"ft NGVD29","L005",2021-08-07
"12509","L005",2021-08-08,14.03,"",2021-08-13,2021-08-08,"ft NGVD29","L005",2021-08-08
"12509","L005",2021-08-09,14.06,"",2021-08-13,2021-08-09,"ft NGVD29","L005",2021-08-09
"12509","L005",2021-08-10,14.1,"",2021-08-13,2021-08-10,"ft NGVD29","L005",2021-08-10
"12509","L005",2021-08-11,14.14,"",2021-08-13,2021-08-11,"ft NGVD29","L005",2021-08-11
"12509","L005",2021-08-12,14.21,"",2021-08-23,2021-08-12,"ft NGVD29","L005",2021-08-12
"12509","L005",2021-08-13,14.27,"",2021-08-23,2021-08-13,"ft NGVD29","L005",2021-08-13
"12509","L005",2021-08-14,14.39,"",2021-08-23,2021-08-14,"ft NGVD29","L005",2021-08-14
"12509","L005",2021-08-15,14.44,"",2021-08-23,2021-08-15,"ft NGVD29","L005",2021-08-15
"12509","L005",2021-08-16,14.42,"",2021-08-23,2021-08-16,"ft NGVD29","L005",2021-08-16
"12509","L005",2021-08-17,14.44,"",2021-08-23,2021-08-17,"ft NGVD29","L005",2021-08-17
"12509","L005",2021-08-18,14.48,"",2021-08-23,2021-08-18,"ft NGVD29","L005",2021-08-18
"12509","L005",2021-08-19,14.47,"",2021-08-23,2021-08-19,"ft NGVD29","L005",2021-08-19
"12509","L005",2021-08-20,14.45,"",2021-08-23,2021-08-20,"ft NGVD29","L005",2021-08-20
"12509","L005",2021-08-21,14.45,"",2021-08-23,2021-08-21,"ft NGVD29","L005",2021-08-21
"12509","L005",2021-08-22,14.46,"",2021-08-31,2021-08-22,"ft NGVD29","L005",2021-08-22
"12509","L005",2021-08-23,14.46,"",2021-08-31,2021-08-23,"ft NGVD29","L005",2021-08-23
"12509","L005",2021-08-24,14.54,"",2021-08-31,2021-08-24,"ft NGVD29","L005",2021-08-24
"12509","L005",2021-08-25,14.59,"",2021-08-31,2021-08-25,"ft NGVD29","L005",2021-08-25
"12509","L005",2021-08-26,14.62,"",2021-08-31,2021-08-26,"ft NGVD29","L005",2021-08-26
"12509","L005",2021-08-27,14.69,"",2021-08-31,2021-08-27,"ft NGVD29","L005",2021-08-27
"12509","L005",2021-08-28,14.72,"",2021-08-31,2021-08-28,"ft NGVD29","L005",2021-08-28
"12509","L005",2021-08-29,14.69,"",2021-08-31,2021-08-29,"ft NGVD29","L005",2021-08-29
"12509","L005",2021-08-30,14.69,"",2021-09-10,2021-08-30,"ft NGVD29","L005",2021-08-30
"12509","L005",2021-08-31,14.66,"",2021-09-10,2021-08-31,"ft NGVD29","L005",2021-08-31
"12509","L005",2021-09-01,14.63,"",2021-09-10,2021-09-01,"ft NGVD29","L005",2021-09-01
"12509","L005",2021-09-02,14.64,"",2021-09-10,2021-09-02,"ft NGVD29","L005",2021-09-02
"12509","L005",2021-09-03,14.67,"",2021-09-10,2021-09-03,"ft NGVD29","L005",2021-09-03
"12509","L005",2021-09-04,14.69,"",2021-09-10,2021-09-04,"ft NGVD29","L005",2021-09-04
"12509","L005",2021-09-05,14.7,"",2021-09-10,2021-09-05,"ft NGVD29","L005",2021-09-05
"12509","L005",2021-09-06,14.7,"",2021-09-10,2021-09-06,"ft NGVD29","L005",2021-09-06
"12509","L005",2021-09-07,14.71,"",2021-09-10,2021-09-07,"ft NGVD29","L005",2021-09-07
"12509","L005",2021-09-08,14.74,"",2021-09-17,2021-09-08,"ft NGVD29","L005",2021-09-08
"12509","L005",2021-09-09,14.77,"",2021-09-17,2021-09-09,"ft NGVD29","L005",2021-09-09
"12509","L005",2021-09-10,14.81,"",2021-09-17,2021-09-10,"ft NGVD29","L005",2021-09-10
"12509","L005",2021-09-11,14.87,"",2021-09-17,2021-09-11,"ft NGVD29","L005",2021-09-11
"12509","L005",2021-09-12,14.92,"",2021-09-17,2021-09-12,"ft NGVD29","L005",2021-09-12
"12509","L005",2021-09-13,14.91,"",2021-09-17,2021-09-13,"ft NGVD29","L005",2021-09-13
"12509","L005",2021-09-14,14.92,"",2021-09-17,2021-09-14,"ft NGVD29","L005",2021-09-14
"12509","L005",2021-09-15,14.93,"",2021-09-17,2021-09-15,"ft NGVD29","L005",2021-09-15
"12509","L005",2021-09-16,14.94,"",2021-09-27,2021-09-16,"ft NGVD29","L005",2021-09-16
"12509","L005",2021-09-17,14.98,"",2021-09-27,2021-09-17,"ft NGVD29","L005",2021-09-17
"12509","L005",2021-09-18,15.04,"",2021-09-27,2021-09-18,"ft NGVD29","L005",2021-09-18
"12509","L005",2021-09-19,15.04,"",2021-09-27,2021-09-19,"ft NGVD29","L005",2021-09-19
"12509","L005",2021-09-20,15.07,"",2021-09-27,2021-09-20,"ft NGVD29","L005",2021-09-20
"12509","L005",2021-09-21,15.12,"",2021-09-27,2021-09-21,"ft NGVD29","L005",2021-09-21
"12509","L005",2021-09-22,15.2,"",2021-09-27,2021-09-22,"ft NGVD29","L005",2021-09-22
"12509","L005",2021-09-23,15.25,"",2021-09-27,2021-09-23,"ft NGVD29","L005",2021-09-23
"12509","L005",2021-09-24,15.36,"",2021-09-27,2021-09-24,"ft NGVD29","L005",2021-09-24
"12509","L005",2021-09-25,15.44,"",2021-09-27,2021-09-25,"ft NGVD29","L005",2021-09-25
"12509","L005",2021-09-26,15.49,"",2021-10-06,2021-09-26,"ft NGVD29","L005",2021-09-26
"12509","L005",2021-09-27,15.51,"",2021-10-06,2021-09-27,"ft NGVD29","L005",2021-09-27
"12509","L005",2021-09-28,15.54,"",2021-10-06,2021-09-28,"ft NGVD29","L005",2021-09-28
"12509","L005",2021-09-29,15.56,"",2021-10-06,2021-09-29,"ft NGVD29","L005",2021-09-29
"12509","L005",2021-09-30,15.59,"",2021-10-06,2021-09-30,"ft NGVD29","L005",2021-09-30
"12509","L005",2021-10-01,15.64,"",2021-10-06,2021-10-01,"ft NGVD29","L005",2021-10-01
"12509","L005",2021-10-02,15.67,"",2021-10-06,2021-10-02,"ft NGVD29","L005",2021-10-02
"12509","L005",2021-10-03,15.64,"",2021-10-06,2021-10-03,"ft NGVD29","L005",2021-10-03
"12509","L005",2021-10-04,15.63,"",2021-10-06,2021-10-04,"ft NGVD29","L005",2021-10-04
"12509","L005",2021-10-05,15.64,"",2021-10-14,2021-10-05,"ft NGVD29","L005",2021-10-05
"12509","L005",2021-10-06,15.66,"",2021-10-14,2021-10-06,"ft NGVD29","L005",2021-10-06
"12509","L005",2021-10-07,15.68,"",2021-10-14,2021-10-07,"ft NGVD29","L005",2021-10-07
"12509","L005",2021-10-08,15.66,"",2021-10-14,2021-10-08,"ft NGVD29","L005",2021-10-08
"12509","L005",2021-10-09,15.76,"",2021-10-14,2021-10-09,"ft NGVD29","L005",2021-10-09
"12509","L005",2021-10-10,15.83,"",2021-10-14,2021-10-10,"ft NGVD29","L005",2021-10-10
"12509","L005",2021-10-11,15.86,"",2021-10-14,2021-10-11,"ft NGVD29","L005",2021-10-11
"12509","L005",2021-10-12,15.88,"",2021-10-14,2021-10-12,"ft NGVD29","L005",2021-10-12
"12509","L005",2021-10-13,15.89,"",2021-10-22,2021-10-13,"ft NGVD29","L005",2021-10-13
"12509","L005",2021-10-14,15.9,"",2021-10-22,2021-10-14,"ft NGVD29","L005",2021-10-14
"12509","L005",2021-10-15,15.9,"",2021-10-22,2021-10-15,"ft NGVD29","L005",2021-10-15
"12509","L005",2021-10-16,15.9,"",2021-10-22,2021-10-16,"ft NGVD29","L005",2021-10-16
"12509","L005",2021-10-17,15.9,"",2021-10-22,2021-10-17,"ft NGVD29","L005",2021-10-17
"12509","L005",2021-10-18,15.9,"",2021-10-22,2021-10-18,"ft NGVD29","L005",2021-10-18
"12509","L005",2021-10-19,15.9,"",2021-10-22,2021-10-19,"ft NGVD29","L005",2021-10-19
"12509","L005",2021-10-20,15.89,"",2021-10-22,2021-10-20,"ft NGVD29","L005",2021-10-20
"12509","L005",2021-10-21,15.87,"",2021-11-01,2021-10-21,"ft NGVD29","L005",2021-10-21
"12509","L005",2021-10-22,15.87,"",2021-11-01,2021-10-22,"ft NGVD29","L005",2021-10-22
"12509","L005",2021-10-23,15.87,"",2021-11-01,2021-10-23,"ft NGVD29","L005",2021-10-23
"12509","L005",2021-10-24,15.88,"",2021-11-01,2021-10-24,"ft NGVD29","L005",2021-10-24
"12509","L005",2021-10-25,15.84,"",2021-11-01,2021-10-25,"ft NGVD29","L005",2021-10-25
"12509","L005",2021-10-26,15.84,"",2021-11-01,2021-10-26,"ft NGVD29","L005",2021-10-26
"12509","L005",2021-10-27,15.87,"",2021-11-01,2021-10-27,"ft NGVD29","L005",2021-10-27
"12509","L005",2021-10-28,15.85,"",2021-11-01,2021-10-28,"ft NGVD29","L005",2021-10-28
"12509","L005",2021-10-29,15.81,"",2021-11-01,2021-10-29,"ft NGVD29","L005",2021-10-29
"12509","L005",2021-10-30,15.82,"",2021-11-01,2021-10-30,"ft NGVD29","L005",2021-10-30
"12509","L005",2021-10-31,15.87,"",2021-11-09,2021-10-31,"ft NGVD29","L005",2021-10-31
"12509","L005",2021-11-01,15.83,"",2021-11-09,2021-11-01,"ft NGVD29","L005",2021-11-01
"12509","L005",2021-11-02,15.86,"",2021-11-09,2021-11-02,"ft NGVD29","L005",2021-11-02
"12509","L005",2021-11-03,15.84,"",2021-11-09,2021-11-03,"ft NGVD29","L005",2021-11-03
"12509","L005",2021-11-04,15.85,"",2021-11-09,2021-11-04,"ft NGVD29","L005",2021-11-04
"12509","L005",2021-11-05,16,"",2021-11-09,2021-11-05,"ft NGVD29","L005",2021-11-05
"12509","L005",2021-11-06,15.85,"",2021-11-09,2021-11-06,"ft NGVD29","L005",2021-11-06
"12509","L005",2021-11-07,15.9,"",2021-11-09,2021-11-07,"ft NGVD29","L005",2021-11-07
"12509","L005",2021-11-08,15.93,"",2021-11-18,2021-11-08,"ft NGVD29","L005",2021-11-08
"12509","L005",2021-11-09,15.96,"",2021-11-18,2021-11-09,"ft NGVD29","L005",2021-11-09
"12509","L005",2021-11-10,15.99,"",2021-11-18,2021-11-10,"ft NGVD29","L005",2021-11-10
"12509","L005",2021-11-11,16.01,"",2021-11-18,2021-11-11,"ft NGVD29","L005",2021-11-11
"12509","L005",2021-11-12,16.02,"",2021-11-18,2021-11-12,"ft NGVD29","L005",2021-11-12
"12509","L005",2021-11-13,16.01,"",2021-11-18,2021-11-13,"ft NGVD29","L005",2021-11-13
"12509","L005",2021-11-14,15.98,"",2021-11-18,2021-11-14,"ft NGVD29","L005",2021-11-14
"12509","L005",2021-11-15,16.01,"",2021-11-18,2021-11-15,"ft NGVD29","L005",2021-11-15
"12509","L005",2021-11-16,16.01,"",2021-11-18,2021-11-16,"ft NGVD29","L005",2021-11-16
"12509","L005",2021-11-17,16.02,"",2021-12-01,2021-11-17,"ft NGVD29","L005",2021-11-17
"12509","L005",2021-11-18,16.02,"",2021-12-01,2021-11-18,"ft NGVD29","L005",2021-11-18
"12509","L005",2021-11-19,16.03,"",2021-12-01,2021-11-19,"ft NGVD29","L005",2021-11-19
"12509","L005",2021-11-20,16.07,"",2021-12-01,2021-11-20,"ft NGVD29","L005",2021-11-20
"12509","L005",2021-11-21,16.08,"",2021-12-01,2021-11-21,"ft NGVD29","L005",2021-11-21
"12509","L005",2021-11-22,16.04,"",2021-12-01,2021-11-22,"ft NGVD29","L005",2021-11-22
"12509","L005",2021-11-23,15.98,"",2021-12-01,2021-11-23,"ft NGVD29","L005",2021-11-23
"12509","L005",2021-11-24,16.03,"",2021-12-01,2021-11-24,"ft NGVD29","L005",2021-11-24
"12509","L005",2021-11-25,16.02,"",2021-12-01,2021-11-25,"ft NGVD29","L005",2021-11-25
"12509","L005",2021-11-26,15.99,"",2021-12-01,2021-11-26,"ft NGVD29","L005",2021-11-26
"12509","L005",2021-11-27,15.99,"",2021-12-01,2021-11-27,"ft NGVD29","L005",2021-11-27
"12509","L005",2021-11-28,15.98,"",2021-12-01,2021-11-28,"ft NGVD29","L005",2021-11-28
"12509","L005",2021-11-29,15.95,"",2021-12-08,2021-11-29,"ft NGVD29","L005",2021-11-29
"12509","L005",2021-11-30,15.95,"",2021-12-08,2021-11-30,"ft NGVD29","L005",2021-11-30
"12509","L005",2021-12-01,15.94,"",2021-12-08,2021-12-01,"ft NGVD29","L005",2021-12-01
"12509","L005",2021-12-02,15.92,"",2021-12-08,2021-12-02,"ft NGVD29","L005",2021-12-02
"12509","L005",2021-12-03,15.9,"",2021-12-08,2021-12-03,"ft NGVD29","L005",2021-12-03
"12509","L005",2021-12-04,15.89,"",2021-12-08,2021-12-04,"ft NGVD29","L005",2021-12-04
"12509","L005",2021-12-05,15.88,"",2021-12-08,2021-12-05,"ft NGVD29","L005",2021-12-05
"12509","L005",2021-12-06,15.88,"",2021-12-14,2021-12-06,"ft NGVD29","L005",2021-12-06
"12509","L005",2021-12-07,15.87,"",2021-12-14,2021-12-07,"ft NGVD29","L005",2021-12-07
"12509","L005",2021-12-08,15.85,"",2021-12-14,2021-12-08,"ft NGVD29","L005",2021-12-08
"12509","L005",2021-12-09,15.85,"",2021-12-14,2021-12-09,"ft NGVD29","L005",2021-12-09
"12509","L005",2021-12-10,15.85,"",2021-12-14,2021-12-10,"ft NGVD29","L005",2021-12-10
"12509","L005",2021-12-11,15.83,"",2021-12-14,2021-12-11,"ft NGVD29","L005",2021-12-11
"12509","L005",2021-12-12,15.81,"",2021-12-14,2021-12-12,"ft NGVD29","L005",2021-12-12
"12509","L005",2021-12-13,15.8,"",2021-12-21,2021-12-13,"ft NGVD29","L005",2021-12-13
"12509","L005",2021-12-14,15.8,"",2021-12-21,2021-12-14,"ft NGVD29","L005",2021-12-14
"12509","L005",2021-12-15,15.82,"",2021-12-21,2021-12-15,"ft NGVD29","L005",2021-12-15
"12509","L005",2021-12-16,15.81,"",2021-12-21,2021-12-16,"ft NGVD29","L005",2021-12-16
"12509","L005",2021-12-17,15.79,"",2021-12-21,2021-12-17,"ft NGVD29","L005",2021-12-17
"12509","L005",2021-12-18,15.78,"",2021-12-21,2021-12-18,"ft NGVD29","L005",2021-12-18
"12509","L005",2021-12-19,15.74,"",2021-12-21,2021-12-19,"ft NGVD29","L005",2021-12-19
"12509","L005",2021-12-20,15.74,"",2022-01-03,2021-12-20,"ft NGVD29","L005",2021-12-20
"12509","L005",2021-12-21,15.63,"",2022-01-03,2021-12-21,"ft NGVD29","L005",2021-12-21
"12509","L005",2021-12-22,15.59,"",2022-01-03,2021-12-22,"ft NGVD29","L005",2021-12-22
"12509","L005",2021-12-23,15.64,"",2022-01-03,2021-12-23,"ft NGVD29","L005",2021-12-23
"12509","L005",2021-12-24,15.64,"",2022-01-03,2021-12-24,"ft NGVD29","L005",2021-12-24
"12509","L005",2021-12-25,15.62,"",2022-01-03,2021-12-25,"ft NGVD29","L005",2021-12-25
"12509","L005",2021-12-26,15.61,"",2022-01-03,2021-12-26,"ft NGVD29","L005",2021-12-26
"12509","L005",2021-12-27,15.59,"",2022-01-03,2021-12-27,"ft NGVD29","L005",2021-12-27
"12509","L005",2021-12-28,15.59,"",2022-01-03,2021-12-28,"ft NGVD29","L005",2021-12-28
"12509","L005",2021-12-29,15.56,"",2022-01-03,2021-12-29,"ft NGVD29","L005",2021-12-29
"12509","L005",2021-12-30,15.54,"",2022-01-03,2021-12-30,"ft NGVD29","L005",2021-12-30
"12509","L005",2021-12-31,15.53,"",2022-01-03,2021-12-31,"ft NGVD29","L005",2021-12-31
"12509","L005",2022-01-01,15.51,"",2022-01-03,2022-01-01,"ft NGVD29","L005",2022-01-01
"12509","L005",2022-01-02,15.5,"",2022-01-10,2022-01-02,"ft NGVD29","L005",2022-01-02
"12509","L005",2022-01-03,15.43,"",2022-01-10,2022-01-03,"ft NGVD29","L005",2022-01-03
"12509","L005",2022-01-04,15.45,"",2022-01-10,2022-01-04,"ft NGVD29","L005",2022-01-04
"12509","L005",2022-01-05,15.41,"",2022-01-10,2022-01-05,"ft NGVD29","L005",2022-01-05
"12509","L005",2022-01-06,15.37,"",2022-01-10,2022-01-06,"ft NGVD29","L005",2022-01-06
"12509","L005",2022-01-07,15.38,"",2022-01-10,2022-01-07,"ft NGVD29","L005",2022-01-07
"12509","L005",2022-01-08,15.37,"",2022-01-10,2022-01-08,"ft NGVD29","L005",2022-01-08
"12509","L005",2022-01-09,15.35,"",2022-01-19,2022-01-09,"ft NGVD29","L005",2022-01-09
"12509","L005",2022-01-10,15.3,"",2022-01-19,2022-01-10,"ft NGVD29","L005",2022-01-10
"12509","L005",2022-01-11,15.24,"",2022-01-19,2022-01-11,"ft NGVD29","L005",2022-01-11
"12509","L005",2022-01-12,15.26,"",2022-01-19,2022-01-12,"ft NGVD29","L005",2022-01-12
"12509","L005",2022-01-13,15.14,"",2022-01-19,2022-01-13,"ft NGVD29","L005",2022-01-13
"12509","L005",2022-01-14,15.09,"",2022-01-19,2022-01-14,"ft NGVD29","L005",2022-01-14
"12509","L005",2022-01-15,15.17,"",2022-01-19,2022-01-15,"ft NGVD29","L005",2022-01-15
"12509","L005",2022-01-16,15.13,"",2022-01-19,2022-01-16,"ft NGVD29","L005",2022-01-16
"12509","L005",2022-01-17,15.05,"",2022-01-19,2022-01-17,"ft NGVD29","L005",2022-01-17
"12509","L005",2022-01-18,15.16,"",2022-01-27,2022-01-18,"ft NGVD29","L005",2022-01-18
"12509","L005",2022-01-19,15.14,"",2022-01-27,2022-01-19,"ft NGVD29","L005",2022-01-19
"12509","L005",2022-01-20,15.13,"",2022-01-27,2022-01-20,"ft NGVD29","L005",2022-01-20
"12509","L005",2022-01-21,15.14,"",2022-01-27,2022-01-21,"ft NGVD29","L005",2022-01-21
"12509","L005",2022-01-22,15.11,"",2022-01-27,2022-01-22,"ft NGVD29","L005",2022-01-22
"12509","L005",2022-01-23,15.04,"",2022-01-27,2022-01-23,"ft NGVD29","L005",2022-01-23
"12509","L005",2022-01-24,15.06,"",2022-01-27,2022-01-24,"ft NGVD29","L005",2022-01-24
"12509","L005",2022-01-25,15.09,"",2022-01-27,2022-01-25,"ft NGVD29","L005",2022-01-25
"12509","L005",2022-01-26,15.08,"",2022-02-04,2022-01-26,"ft NGVD29","L005",2022-01-26
"12509","L005",2022-01-27,15.06,"",2022-02-04,2022-01-27,"ft NGVD29","L005",2022-01-27
"12509","L005",2022-01-28,15,"",2022-02-04,2022-01-28,"ft NGVD29","L005",2022-01-28
"12509","L005",2022-01-29,14.77,"",2022-02-04,2022-01-29,"ft NGVD29","L005",2022-01-29
"12509","L005",2022-01-30,14.92,"",2022-02-04,2022-01-30,"ft NGVD29","L005",2022-01-30
"12509","L005",2022-01-31,14.94,"",2022-02-04,2022-01-31,"ft NGVD29","L005",2022-01-31
"12509","L005",2022-02-01,14.94,"",2022-02-04,2022-02-01,"ft NGVD29","L005",2022-02-01
"12509","L005",2022-02-02,14.95,"",2022-02-04,2022-02-02,"ft NGVD29","L005",2022-02-02
"12509","L005",2022-02-03,14.93,"",2022-02-11,2022-02-03,"ft NGVD29","L005",2022-02-03
"12509","L005",2022-02-04,14.92,"",2022-02-11,2022-02-04,"ft NGVD29","L005",2022-02-04
"12509","L005",2022-02-05,14.9,"",2022-02-11,2022-02-05,"ft NGVD29","L005",2022-02-05
"12509","L005",2022-02-06,14.88,"",2022-02-11,2022-02-06,"ft NGVD29","L005",2022-02-06
"12509","L005",2022-02-07,14.87,"",2022-02-11,2022-02-07,"ft NGVD29","L005",2022-02-07
"12509","L005",2022-02-08,14.84,"",2022-02-11,2022-02-08,"ft NGVD29","L005",2022-02-08
"12509","L005",2022-02-09,14.86,"",2022-02-11,2022-02-09,"ft NGVD29","L005",2022-02-09
"12509","L005",2022-02-10,14.87,"",2022-02-22,2022-02-10,"ft NGVD29","L005",2022-02-10
"12509","L005",2022-02-11,14.87,"",2022-02-22,2022-02-11,"ft NGVD29","L005",2022-02-11
"12509","L005",2022-02-12,14.86,"",2022-02-22,2022-02-12,"ft NGVD29","L005",2022-02-12
"12509","L005",2022-02-13,14.77,"",2022-02-22,2022-02-13,"ft NGVD29","L005",2022-02-13
"12509","L005",2022-02-14,14.78,"",2022-02-22,2022-02-14,"ft NGVD29","L005",2022-02-14
"12509","L005",2022-02-15,14.83,"",2022-02-22,2022-02-15,"ft NGVD29","L005",2022-02-15
"12509","L005",2022-02-16,14.84,"",2022-02-22,2022-02-16,"ft NGVD29","L005",2022-02-16
"12509","L005",2022-02-17,14.81,"",2022-02-22,2022-02-17,"ft NGVD29","L005",2022-02-17
"12509","L005",2022-02-18,14.77,"",2022-02-22,2022-02-18,"ft NGVD29","L005",2022-02-18
"12509","L005",2022-02-19,14.78,"",2022-02-22,2022-02-19,"ft NGVD29","L005",2022-02-19
"12509","L005",2022-02-20,14.76,"",2022-02-22,2022-02-20,"ft NGVD29","L005",2022-02-20
"12509","L005",2022-02-21,14.74,"",2022-03-04,2022-02-21,"ft NGVD29","L005",2022-02-21
"12509","L005",2022-02-22,14.73,"",2022-03-04,2022-02-22,"ft NGVD29","L005",2022-02-22
"12509","L005",2022-02-23,14.71,"",2022-03-04,2022-02-23,"ft NGVD29","L005",2022-02-23
"12509","L005",2022-02-24,14.68,"",2022-03-04,2022-02-24,"ft NGVD29","L005",2022-02-24
"12509","L005",2022-02-25,14.66,"",2022-03-04,2022-02-25,"ft NGVD29","L005",2022-02-25
"12509","L005",2022-02-26,14.63,"",2022-03-04,2022-02-26,"ft NGVD29","L005",2022-02-26
"12509","L005",2022-02-27,14.56,"",2022-03-04,2022-02-27,"ft NGVD29","L005",2022-02-27
"12509","L005",2022-02-28,14.5,"",2022-03-04,2022-02-28,"ft NGVD29","L005",2022-02-28
"12509","L005",2022-03-01,14.52,"",2022-03-04,2022-03-01,"ft NGVD29","L005",2022-03-01
"12509","L005",2022-03-02,14.49,"",2022-03-11,2022-03-02,"ft NGVD29","L005",2022-03-02
"12509","L005",2022-03-03,14.49,"",2022-03-11,2022-03-03,"ft NGVD29","L005",2022-03-03
"12509","L005",2022-03-04,14.48,"",2022-03-11,2022-03-04,"ft NGVD29","L005",2022-03-04
"12509","L005",2022-03-05,14.5,"",2022-03-11,2022-03-05,"ft NGVD29","L005",2022-03-05
"12509","L005",2022-03-06,14.44,"",2022-03-11,2022-03-06,"ft NGVD29","L005",2022-03-06
"12509","L005",2022-03-07,14.4,"",2022-03-11,2022-03-07,"ft NGVD29","L005",2022-03-07
"12509","L005",2022-03-08,14.35,"",2022-03-11,2022-03-08,"ft NGVD29","L005",2022-03-08
"12509","L005",2022-03-09,14.31,"",2022-03-11,2022-03-09,"ft NGVD29","L005",2022-03-09
"12509","L005",2022-03-10,14.29,"",2022-03-25,2022-03-10,"ft NGVD29","L005",2022-03-10
"12509","L005",2022-03-11,14.27,"",2022-03-25,2022-03-11,"ft NGVD29","L005",2022-03-11
"12509","L005",2022-03-12,14.06,"",2022-03-25,2022-03-12,"ft NGVD29","L005",2022-03-12
"12509","L005",2022-03-13,14.16,"",2022-03-25,2022-03-13,"ft NGVD29","L005",2022-03-13
"12509","L005",2022-03-14,14.19,"",2022-03-25,2022-03-14,"ft NGVD29","L005",2022-03-14
"12509","L005",2022-03-15,14.21,"",2022-03-25,2022-03-15,"ft NGVD29","L005",2022-03-15
"12509","L005",2022-03-16,14.18,"",2022-03-25,2022-03-16,"ft NGVD29","L005",2022-03-16
"12509","L005",2022-03-17,14.18,"",2022-03-25,2022-03-17,"ft NGVD29","L005",2022-03-17
"12509","L005",2022-03-18,14.2,"",2022-03-25,2022-03-18,"ft NGVD29","L005",2022-03-18
"12509","L005",2022-03-19,14.17,"",2022-03-25,2022-03-19,"ft NGVD29","L005",2022-03-19
"12509","L005",2022-03-20,14.19,"",2022-03-25,2022-03-20,"ft NGVD29","L005",2022-03-20
"12509","L005",2022-03-21,14.21,"",2022-03-25,2022-03-21,"ft NGVD29","L005",2022-03-21
"12509","L005",2022-03-22,14.18,"",2022-03-25,2022-03-22,"ft NGVD29","L005",2022-03-22
"12509","L005",2022-03-23,14.09,"",2022-03-25,2022-03-23,"ft NGVD29","L005",2022-03-23
"12509","L005",2022-03-24,14,"",2022-04-04,2022-03-24,"ft NGVD29","L005",2022-03-24
"12509","L005",2022-03-25,13.89,"",2022-04-04,2022-03-25,"ft NGVD29","L005",2022-03-25
"12509","L005",2022-03-26,13.85,"",2022-04-04,2022-03-26,"ft NGVD29","L005",2022-03-26
"12509","L005",2022-03-27,13.82,"",2022-04-04,2022-03-27,"ft NGVD29","L005",2022-03-27
"12509","L005",2022-03-28,13.84,"",2022-04-04,2022-03-28,"ft NGVD29","L005",2022-03-28
"12509","L005",2022-03-29,13.86,"",2022-04-04,2022-03-29,"ft NGVD29","L005",2022-03-29
"12509","L005",2022-03-30,13.92,"",2022-04-04,2022-03-30,"ft NGVD29","L005",2022-03-30
"12509","L005",2022-03-31,13.87,"",2022-04-04,2022-03-31,"ft NGVD29","L005",2022-03-31
"12509","L005",2022-04-01,13.74,"",2022-04-04,2022-04-01,"ft NGVD29","L005",2022-04-01
"12509","L005",2022-04-02,13.72,"",2022-04-04,2022-04-02,"ft NGVD29","L005",2022-04-02
"12509","L005",2022-04-03,13.76,"",2022-04-13,2022-04-03,"ft NGVD29","L005",2022-04-03
"12509","L005",2022-04-04,13.79,"",2022-04-13,2022-04-04,"ft NGVD29","L005",2022-04-04
"12509","L005",2022-04-05,13.78,"",2022-04-13,2022-04-05,"ft NGVD29","L005",2022-04-05
"12509","L005",2022-04-06,13.72,"",2022-04-13,2022-04-06,"ft NGVD29","L005",2022-04-06
"12509","L005",2022-04-07,13.62,"",2022-04-13,2022-04-07,"ft NGVD29","L005",2022-04-07
"12509","L005",2022-04-08,13.53,"",2022-04-13,2022-04-08,"ft NGVD29","L005",2022-04-08
"12509","L005",2022-04-09,13.41,"",2022-04-13,2022-04-09,"ft NGVD29","L005",2022-04-09
"12509","L005",2022-04-10,13.55,"",2022-04-13,2022-04-10,"ft NGVD29","L005",2022-04-10
"12509","L005",2022-04-11,13.58,"",2022-04-13,2022-04-11,"ft NGVD29","L005",2022-04-11
"12509","L005",2022-04-12,13.55,"",2022-04-22,2022-04-12,"ft NGVD29","L005",2022-04-12
"12509","L005",2022-04-13,13.52,"",2022-04-22,2022-04-13,"ft NGVD29","L005",2022-04-13
"12509","L005",2022-04-14,13.44,"",2022-04-22,2022-04-14,"ft NGVD29","L005",2022-04-14
"12509","L005",2022-04-15,13.48,"",2022-04-22,2022-04-15,"ft NGVD29","L005",2022-04-15
