"DBKEY","Station","Daily.Date","Data.Value","Qualifier","Revision.Date","Date","STATION","lake","DATE"
"AN593","LKISS",2024-01-09,52.77,"P",2024-01-10,2024-01-09,"LKISS","KISS",2024-01-09
"AN593","LKISS",2024-01-10,52.88,"P",2024-01-11,2024-01-10,"LKISS","KISS",2024-01-10
"AN593","LKISS",2024-01-11,52.93,"P",2024-01-12,2024-01-11,"LKISS","KISS",2024-01-11
"AN593","LKISS",2024-01-12,52.97,"P",2024-01-13,2024-01-12,"LKISS","KISS",2024-01-12
"AN593","LKISS",2024-01-13,53.06,"P",2024-01-14,2024-01-13,"LKISS","KISS",2024-01-13
"AN593","LKISS",2024-01-14,53.11,"P",2024-01-15,2024-01-14,"LKISS","KISS",2024-01-14
"AN593","LKISS",2024-01-15,53.16,"P",2024-01-16,2024-01-15,"LKISS","KISS",2024-01-15
"AN593","LKISS",2024-01-16,53.26,"P",2024-01-17,2024-01-16,"LKISS","KISS",2024-01-16
"AN593","LKISS",2024-01-17,53.35,"P",2024-01-18,2024-01-17,"LKISS","KISS",2024-01-17
"AN593","LKISS",2024-01-18,53.35,"P",2024-01-19,2024-01-18,"LKISS","KISS",2024-01-18
"AN593","LKISS",2024-01-19,53.36,"P",2024-01-20,2024-01-19,"LKISS","KISS",2024-01-19
"AN593","LKISS",2024-01-20,53.35,"P",2024-01-21,2024-01-20,"LKISS","KISS",2024-01-20
"AN593","LKISS",2024-01-21,53.31,"P",2024-01-22,2024-01-21,"LKISS","KISS",2024-01-21
"AN593","LKISS",2024-01-22,53.24,"P",2024-01-23,2024-01-22,"LKISS","KISS",2024-01-22
"AN593","LKISS",2024-01-23,53.18,"P",2024-01-24,2024-01-23,"LKISS","KISS",2024-01-23
"AN593","LKISS",2024-01-24,53.13,"P",2024-01-25,2024-01-24,"LKISS","KISS",2024-01-24
"AN593","LKISS",2024-01-25,53.1,"P",2024-01-26,2024-01-25,"LKISS","KISS",2024-01-25
"AN593","LKISS",2024-01-26,53.07,"P",2024-01-30,2024-01-26,"LKISS","KISS",2024-01-26
"AN593","LKISS",2024-01-27,53.02,"P",2024-01-30,2024-01-27,"LKISS","KISS",2024-01-27
"AN593","LKISS",2024-01-28,52.99,"P",2024-01-30,2024-01-28,"LKISS","KISS",2024-01-28
"AN593","LKISS",2024-01-29,52.97,"P",2024-01-30,2024-01-29,"LKISS","KISS",2024-01-29
"AN593","LKISS",2024-01-30,52.91,"P",2024-01-31,2024-01-30,"LKISS","KISS",2024-01-30
"AN593","LKISS",2024-01-31,52.87,"P",2024-02-01,2024-01-31,"LKISS","KISS",2024-01-31
"AN593","LKISS",2024-02-01,52.82,"P",2024-02-02,2024-02-01,"LKISS","KISS",2024-02-01
"AN593","LKISS",2024-02-02,52.75,"P",2024-02-03,2024-02-02,"LKISS","KISS",2024-02-02
"AN593","LKISS",2024-02-03,52.68,"P",2024-02-04,2024-02-03,"LKISS","KISS",2024-02-03
"AN593","LKISS",2024-02-04,52.59,"P",2024-02-05,2024-02-04,"LKISS","KISS",2024-02-04
"AN593","LKISS",2024-02-05,52.54,"P",2024-02-06,2024-02-05,"LKISS","KISS",2024-02-05
"AN593","LKISS",2024-02-06,52.55,"P",2024-02-07,2024-02-06,"LKISS","KISS",2024-02-06
"AN593","LKISS",2024-02-07,52.46,"P",2024-02-08,2024-02-07,"LKISS","KISS",2024-02-07
"AN593","LKISS",2024-02-08,52.37,"P",2024-02-09,2024-02-08,"LKISS","KISS",2024-02-08
"AN593","LKISS",2024-02-09,52.28,"P",2024-02-10,2024-02-09,"LKISS","KISS",2024-02-09
"AN593","LKISS",2024-02-10,52.17,"P",2024-02-11,2024-02-10,"LKISS","KISS",2024-02-10
"AN593","LKISS",2024-02-11,52.06,"P",2024-02-12,2024-02-11,"LKISS","KISS",2024-02-11
"AN593","LKISS",2024-02-12,51.93,"P",2024-02-13,2024-02-12,"LKISS","KISS",2024-02-12
"AN593","LKISS",2024-02-13,51.85,"P",2024-02-14,2024-02-13,"LKISS","KISS",2024-02-13
"AN593","LKISS",2024-02-14,51.73,"P",2024-02-15,2024-02-14,"LKISS","KISS",2024-02-14
"AN593","LKISS",2024-02-15,51.58,"P",2024-02-16,2024-02-15,"LKISS","KISS",2024-02-15
"AN593","LKISS",2024-02-16,51.45,"P",2024-02-19,2024-02-16,"LKISS","KISS",2024-02-16
"AN593","LKISS",2024-02-17,51.39,"P",2024-02-19,2024-02-17,"LKISS","KISS",2024-02-17
"AN593","LKISS",2024-02-18,51.44,"P",2024-02-21,2024-02-18,"LKISS","KISS",2024-02-18
"AN593","LKISS",2024-02-19,51.54,"P",2024-02-20,2024-02-19,"LKISS","KISS",2024-02-19
"AN593","LKISS",2024-02-20,51.56,"P",2024-02-21,2024-02-20,"LKISS","KISS",2024-02-20
"AN593","LKISS",2024-02-21,51.6,"P",2024-02-22,2024-02-21,"LKISS","KISS",2024-02-21
"AN593","LKISS",2024-02-22,51.62,"P",2024-02-23,2024-02-22,"LKISS","KISS",2024-02-22
"AN593","LKISS",2024-02-23,51.59,"P",2024-02-24,2024-02-23,"LKISS","KISS",2024-02-23
"AN593","LKISS",2024-02-24,51.64,"P",2024-02-25,2024-02-24,"LKISS","KISS",2024-02-24
"AN593","LKISS",2024-02-25,51.63,"P",2024-02-27,2024-02-25,"LKISS","KISS",2024-02-25
"AN593","LKISS",2024-02-26,51.63,"P",2024-02-27,2024-02-26,"LKISS","KISS",2024-02-26
"AN593","LKISS",2024-02-27,51.62,"P",2024-02-28,2024-02-27,"LKISS","KISS",2024-02-27
"AN593","LKISS",2024-02-28,51.61,"P",2024-02-29,2024-02-28,"LKISS","KISS",2024-02-28
"AN593","LKISS",2024-02-29,51.63,"P",2024-03-01,2024-02-29,"LKISS","KISS",2024-02-29
"AN593","LKISS",2024-03-01,51.6,"P",2024-03-02,2024-03-01,"LKISS","KISS",2024-03-01
"AN593","LKISS",2024-03-02,51.6,"P",2024-03-03,2024-03-02,"LKISS","KISS",2024-03-02
"AN593","LKISS",2024-03-03,51.63,"P",2024-03-04,2024-03-03,"LKISS","KISS",2024-03-03
"AN593","LKISS",2024-03-04,51.64,"P",2024-03-05,2024-03-04,"LKISS","KISS",2024-03-04
"AN593","LKISS",2024-03-05,51.63,"P",2024-03-06,2024-03-05,"LKISS","KISS",2024-03-05
"AN593","LKISS",2024-03-06,51.64,"P",2024-03-07,2024-03-06,"LKISS","KISS",2024-03-06
"AN593","LKISS",2024-03-07,51.66,"P",2024-03-08,2024-03-07,"LKISS","KISS",2024-03-07
"AN593","LKISS",2024-03-08,51.65,"P",2024-03-09,2024-03-08,"LKISS","KISS",2024-03-08
"AN593","LKISS",2024-03-09,51.62,"P",2024-03-10,2024-03-09,"LKISS","KISS",2024-03-09
"AN593","LKISS",2024-03-10,51.65,"P",2024-03-11,2024-03-10,"LKISS","KISS",2024-03-10
"AN593","LKISS",2024-03-11,51.63,"P",2024-03-12,2024-03-11,"LKISS","KISS",2024-03-11
"AN593","LKISS",2024-03-12,51.58,"P",2024-03-13,2024-03-12,"LKISS","KISS",2024-03-12
"AN593","LKISS",2024-03-13,51.54,"P",2024-03-14,2024-03-13,"LKISS","KISS",2024-03-13
"AN593","LKISS",2024-03-14,51.52,"P",2024-03-15,2024-03-14,"LKISS","KISS",2024-03-14
"AN593","LKISS",2024-03-15,51.48,"P",2024-03-16,2024-03-15,"LKISS","KISS",2024-03-15
"AN593","LKISS",2024-03-16,51.46,"P",2024-03-17,2024-03-16,"LKISS","KISS",2024-03-16
"AN593","LKISS",2024-03-17,51.44,"P",2024-03-18,2024-03-17,"LKISS","KISS",2024-03-17
"AN593","LKISS",2024-03-18,51.41,"P",2024-03-19,2024-03-18,"LKISS","KISS",2024-03-18
"AN593","LKISS",2024-03-19,51.41,"P",2024-03-20,2024-03-19,"LKISS","KISS",2024-03-19
"AN593","LKISS",2024-03-20,51.33,"P",2024-03-21,2024-03-20,"LKISS","KISS",2024-03-20
"AN593","LKISS",2024-03-21,51.28,"P",2024-03-22,2024-03-21,"LKISS","KISS",2024-03-21
"AN593","LKISS",2024-03-22,51.26,"P",2024-03-23,2024-03-22,"LKISS","KISS",2024-03-22
"AN593","LKISS",2024-03-23,51.31,"P",2024-03-26,2024-03-23,"LKISS","KISS",2024-03-23
"AN593","LKISS",2024-03-24,51.36,"P",2024-03-26,2024-03-24,"LKISS","KISS",2024-03-24
"AN593","LKISS",2024-03-25,51.32,"P",2024-03-26,2024-03-25,"LKISS","KISS",2024-03-25
"AN593","LKISS",2024-03-26,51.27,"P",2024-03-27,2024-03-26,"LKISS","KISS",2024-03-26
"AN593","LKISS",2024-03-27,51.24,"P",2024-03-28,2024-03-27,"LKISS","KISS",2024-03-27
"AN593","LKISS",2024-03-28,51.23,"P",2024-03-29,2024-03-28,"LKISS","KISS",2024-03-28
"AN593","LKISS",2024-03-29,51.2,"P",2024-03-30,2024-03-29,"LKISS","KISS",2024-03-29
"AN593","LKISS",2024-03-30,51.16,"P",2024-03-31,2024-03-30,"LKISS","KISS",2024-03-30
"AN593","LKISS",2024-03-31,51.11,"P",2024-04-01,2024-03-31,"LKISS","KISS",2024-03-31
"AN593","LKISS",2024-04-01,51.06,"P",2024-04-04,2024-04-01,"LKISS","KISS",2024-04-01
"AN593","LKISS",2024-04-02,51.01,"P",2024-04-05,2024-04-02,"LKISS","KISS",2024-04-02
"AN593","LKISS",2024-04-03,50.95,"P",2024-04-04,2024-04-03,"LKISS","KISS",2024-04-03
"AN593","LKISS",2024-04-04,50.99,"P",2024-04-05,2024-04-04,"LKISS","KISS",2024-04-04
"AN593","LKISS",2024-04-05,50.95,"P",2024-04-06,2024-04-05,"LKISS","KISS",2024-04-05
"AN593","LKISS",2024-04-06,50.92,"P",2024-04-07,2024-04-06,"LKISS","KISS",2024-04-06
"AN593","LKISS",2024-04-07,50.89,"P",2024-04-08,2024-04-07,"LKISS","KISS",2024-04-07
"AN593","LKISS",2024-04-08,50.84,"P",2024-04-09,2024-04-08,"LKISS","KISS",2024-04-08
"AN593","LKISS",2024-04-09,50.79,"P",2024-04-10,2024-04-09,"LKISS","KISS",2024-04-09
"AN593","LKISS",2024-04-10,50.74,"P",2024-04-11,2024-04-10,"LKISS","KISS",2024-04-10
"AN593","LKISS",2024-04-11,50.69,"P",2024-04-12,2024-04-11,"LKISS","KISS",2024-04-11
"AN593","LKISS",2024-04-12,50.77,"P",2024-04-13,2024-04-12,"LKISS","KISS",2024-04-12
"AN593","LKISS",2024-04-13,50.77,"P",2024-04-14,2024-04-13,"LKISS","KISS",2024-04-13
"AN593","LKISS",2024-04-14,50.73,"P",2024-04-15,2024-04-14,"LKISS","KISS",2024-04-14
"AN593","LKISS",2024-04-15,50.7,"P",2024-04-16,2024-04-15,"LKISS","KISS",2024-04-15
"AN593","LKISS",2024-04-16,50.64,"P",2024-04-17,2024-04-16,"LKISS","KISS",2024-04-16
"AN593","LKISS",2024-04-17,50.59,"P",2024-04-18,2024-04-17,"LKISS","KISS",2024-04-17
"AN593","LKISS",2024-04-18,50.54,"P",2024-04-21,2024-04-18,"LKISS","KISS",2024-04-18
"AN593","LKISS",2024-04-19,50.49,"P",2024-04-22,2024-04-19,"LKISS","KISS",2024-04-19
"AN593","LKISS",2024-04-20,50.44,"P",2024-04-21,2024-04-20,"LKISS","KISS",2024-04-20
"AN593","LKISS",2024-04-21,50.38,"P",2024-04-22,2024-04-21,"LKISS","KISS",2024-04-21
"AN593","LKISS",2024-04-22,50.35,"P",2024-04-23,2024-04-22,"LKISS","KISS",2024-04-22
"AN593","LKISS",2024-04-23,50.27,"P",2024-04-26,2024-04-23,"LKISS","KISS",2024-04-23
"AN593","LKISS",2024-04-24,50.2,"P",2024-05-08,2024-04-24,"LKISS","KISS",2024-04-24
"AN593","LKISS",2024-04-25,50.15,"P",2024-05-09,2024-04-25,"LKISS","KISS",2024-04-25
"AN593","LKISS",2024-04-26,50.09,"P",2024-05-09,2024-04-26,"LKISS","KISS",2024-04-26
"AN593","LKISS",2024-04-27,50.03,"P",2024-04-28,2024-04-27,"LKISS","KISS",2024-04-27
"AN593","LKISS",2024-04-28,49.98,"P",2024-04-29,2024-04-28,"LKISS","KISS",2024-04-28
"AN593","LKISS",2024-04-29,49.93,"P",2024-04-30,2024-04-29,"LKISS","KISS",2024-04-29
"AN593","LKISS",2024-04-30,49.89,"P",2024-05-01,2024-04-30,"LKISS","KISS",2024-04-30
"AN593","LKISS",2024-05-01,49.86,"P",2024-05-02,2024-05-01,"LKISS","KISS",2024-05-01
"AN593","LKISS",2024-05-02,49.83,"P",2024-05-03,2024-05-02,"LKISS","KISS",2024-05-02
"AN593","LKISS",2024-05-03,49.8,"P",2024-05-09,2024-05-03,"LKISS","KISS",2024-05-03
"AN593","LKISS",2024-05-04,49.75,"P",2024-05-09,2024-05-04,"LKISS","KISS",2024-05-04
"AN593","LKISS",2024-05-05,49.7,"P",2024-05-06,2024-05-05,"LKISS","KISS",2024-05-05
"AN593","LKISS",2024-05-06,49.66,"P",2024-05-07,2024-05-06,"LKISS","KISS",2024-05-06
"AN593","LKISS",2024-05-07,49.63,"P",2024-05-08,2024-05-07,"LKISS","KISS",2024-05-07
"AN593","LKISS",2024-05-08,49.6,"P",2024-05-09,2024-05-08,"LKISS","KISS",2024-05-08
"AN593","LKISS",2024-05-09,49.58,"P",2024-05-10,2024-05-09,"LKISS","KISS",2024-05-09
"AN593","LKISS",2024-05-10,49.57,"P",2024-05-11,2024-05-10,"LKISS","KISS",2024-05-10
"AN593","LKISS",2024-05-11,49.56,"P",2024-05-12,2024-05-11,"LKISS","KISS",2024-05-11
"AN593","LKISS",2024-05-12,49.52,"P",2024-05-13,2024-05-12,"LKISS","KISS",2024-05-12
"AN593","LKISS",2024-05-13,49.5,"P",2024-05-14,2024-05-13,"LKISS","KISS",2024-05-13
"AN593","LKISS",2024-05-14,49.54,"P",2024-05-15,2024-05-14,"LKISS","KISS",2024-05-14
"AN593","LKISS",2024-05-15,49.56,"P",2024-05-16,2024-05-15,"LKISS","KISS",2024-05-15
"AN593","LKISS",2024-05-16,49.59,"P",2024-05-20,2024-05-16,"LKISS","KISS",2024-05-16
"AN593","LKISS",2024-05-17,49.58,"P",2024-05-20,2024-05-17,"LKISS","KISS",2024-05-17
"AN593","LKISS",2024-05-18,49.56,"P",2024-05-20,2024-05-18,"LKISS","KISS",2024-05-18
"AN593","LKISS",2024-05-19,49.54,"P",2024-05-20,2024-05-19,"LKISS","KISS",2024-05-19
"AN593","LKISS",2024-05-20,49.55,"P",2024-05-21,2024-05-20,"LKISS","KISS",2024-05-20
"AN593","LKISS",2024-05-21,49.52,"P",2024-05-22,2024-05-21,"LKISS","KISS",2024-05-21
"AN593","LKISS",2024-05-22,49.49,"P",2024-05-23,2024-05-22,"LKISS","KISS",2024-05-22
"AN593","LKISS",2024-05-23,49.45,"P",2024-05-24,2024-05-23,"LKISS","KISS",2024-05-23
"AN593","LKISS",2024-05-24,49.41,"P",2024-05-25,2024-05-24,"LKISS","KISS",2024-05-24
"AN593","LKISS",2024-05-25,49.39,"P",2024-05-27,2024-05-25,"LKISS","KISS",2024-05-25
"AN593","LKISS",2024-05-26,49.38,"P",2024-05-27,2024-05-26,"LKISS","KISS",2024-05-26
"AN593","LKISS",2024-05-27,49.35,"P",2024-05-28,2024-05-27,"LKISS","KISS",2024-05-27
"AN593","LKISS",2024-05-28,49.32,"P",2024-05-29,2024-05-28,"LKISS","KISS",2024-05-28
"AN593","LKISS",2024-05-29,49.3,"P",2024-05-30,2024-05-29,"LKISS","KISS",2024-05-29
"AN593","LKISS",2024-05-30,49.26,"P",2024-05-31,2024-05-30,"LKISS","KISS",2024-05-30
"AN593","LKISS",2024-05-31,49.22,"P",2024-06-01,2024-05-31,"LKISS","KISS",2024-05-31
"AN593","LKISS",2024-06-01,49.16,"P",2024-06-02,2024-06-01,"LKISS","KISS",2024-06-01
"AN593","LKISS",2024-06-02,49.11,"P",2024-06-03,2024-06-02,"LKISS","KISS",2024-06-02
"AN593","LKISS",2024-06-03,49.07,"P",2024-06-04,2024-06-03,"LKISS","KISS",2024-06-03
"AN593","LKISS",2024-06-04,49.04,"P",2024-06-05,2024-06-04,"LKISS","KISS",2024-06-04
"AN593","LKISS",2024-06-05,49.01,"P",2024-06-06,2024-06-05,"LKISS","KISS",2024-06-05
"AN593","LKISS",2024-06-06,48.98,"P",2024-06-07,2024-06-06,"LKISS","KISS",2024-06-06
"AN593","LKISS",2024-06-07,49.01,"P",2024-06-08,2024-06-07,"LKISS","KISS",2024-06-07
"AN593","LKISS",2024-06-08,48.98,"P",2024-06-09,2024-06-08,"LKISS","KISS",2024-06-08
"AN593","LKISS",2024-06-09,48.94,"P",2024-06-10,2024-06-09,"LKISS","KISS",2024-06-09
"AN593","LKISS",2024-06-10,48.91,"P",2024-06-11,2024-06-10,"LKISS","KISS",2024-06-10
"AN593","LKISS",2024-06-11,48.91,"P",2024-06-12,2024-06-11,"LKISS","KISS",2024-06-11
"AN593","LKISS",2024-06-12,48.98,"P",2024-06-13,2024-06-12,"LKISS","KISS",2024-06-12
"AN593","LKISS",2024-06-13,49.05,"P",2024-06-14,2024-06-13,"LKISS","KISS",2024-06-13
"AN593","LKISS",2024-06-14,49.06,"P",2024-06-15,2024-06-14,"LKISS","KISS",2024-06-14
"AN593","LKISS",2024-06-15,49.06,"P",2024-06-16,2024-06-15,"LKISS","KISS",2024-06-15
"AN593","LKISS",2024-06-16,49.07,"P",2024-06-17,2024-06-16,"LKISS","KISS",2024-06-16
"AN593","LKISS",2024-06-17,49.05,"P",2024-06-18,2024-06-17,"LKISS","KISS",2024-06-17
"AN593","LKISS",2024-06-18,49.04,"P",2024-06-19,2024-06-18,"LKISS","KISS",2024-06-18
"AN593","LKISS",2024-06-19,49.03,"P",2024-06-20,2024-06-19,"LKISS","KISS",2024-06-19
"AN593","LKISS",2024-06-20,49.02,"P",2024-06-21,2024-06-20,"LKISS","KISS",2024-06-20
"AN593","LKISS",2024-06-21,48.98,"P",2024-06-22,2024-06-21,"LKISS","KISS",2024-06-21
"AN593","LKISS",2024-06-22,48.97,"P",2024-06-23,2024-06-22,"LKISS","KISS",2024-06-22
"AN593","LKISS",2024-06-23,48.96,"P",2024-06-24,2024-06-23,"LKISS","KISS",2024-06-23
"AN593","LKISS",2024-06-24,48.94,"P",2024-06-25,2024-06-24,"LKISS","KISS",2024-06-24
"AN593","LKISS",2024-06-25,48.92,"P",2024-06-26,2024-06-25,"LKISS","KISS",2024-06-25
"AN593","LKISS",2024-06-26,48.9,"P",2024-06-27,2024-06-26,"LKISS","KISS",2024-06-26
"AN593","LKISS",2024-06-27,48.9,"P",2024-06-28,2024-06-27,"LKISS","KISS",2024-06-27
"AN593","LKISS",2024-06-28,48.9,"P",2024-06-29,2024-06-28,"LKISS","KISS",2024-06-28
"AN593","LKISS",2024-06-29,48.96,"P",2024-06-30,2024-06-29,"LKISS","KISS",2024-06-29
"AN593","LKISS",2024-06-30,48.99,"P",2024-07-01,2024-06-30,"LKISS","KISS",2024-06-30
"AN593","LKISS",2024-07-01,49.01,"P",2024-07-02,2024-07-01,"LKISS","KISS",2024-07-01
"AN593","LKISS",2024-07-02,49.02,"P",2024-07-03,2024-07-02,"LKISS","KISS",2024-07-02
"AN593","LKISS",2024-07-03,49.03,"P",2024-07-04,2024-07-03,"LKISS","KISS",2024-07-03
"AN593","LKISS",2024-07-04,49.03,"P",2024-07-05,2024-07-04,"LKISS","KISS",2024-07-04
"AN593","LKISS",2024-07-05,49.03,"P",2024-07-06,2024-07-05,"LKISS","KISS",2024-07-05
"AN593","LKISS",2024-07-06,49.03,"P",2024-07-07,2024-07-06,"LKISS","KISS",2024-07-06
"AN593","LKISS",2024-07-07,49.01,"P",2024-07-08,2024-07-07,"LKISS","KISS",2024-07-07
"AN593","LKISS",2024-07-08,49.02,"P",2024-07-09,2024-07-08,"LKISS","KISS",2024-07-08
"AN593","LKISS",2024-07-09,49.13,"P",2024-07-10,2024-07-09,"LKISS","KISS",2024-07-09
"AN593","LKISS",2024-07-10,49.15,"P",2024-07-11,2024-07-10,"LKISS","KISS",2024-07-10
"AN593","LKISS",2024-07-11,49.15,"P",2024-07-12,2024-07-11,"LKISS","KISS",2024-07-11
"AN593","LKISS",2024-07-12,49.14,"P",2024-07-13,2024-07-12,"LKISS","KISS",2024-07-12
"AN593","LKISS",2024-07-13,49.15,"P",2024-07-14,2024-07-13,"LKISS","KISS",2024-07-13
"AN593","LKISS",2024-07-14,49.16,"P",2024-07-15,2024-07-14,"LKISS","KISS",2024-07-14
"AN593","LKISS",2024-07-15,49.17,"P",2024-07-16,2024-07-15,"LKISS","KISS",2024-07-15
"AN593","LKISS",2024-07-16,49.17,"P",2024-07-17,2024-07-16,"LKISS","KISS",2024-07-16
"AN593","LKISS",2024-07-17,49.17,"P",2024-07-18,2024-07-17,"LKISS","KISS",2024-07-17
"AN593","LKISS",2024-07-18,49.17,"P",2024-07-19,2024-07-18,"LKISS","KISS",2024-07-18
"AN593","LKISS",2024-07-19,49.18,"P",2024-07-20,2024-07-19,"LKISS","KISS",2024-07-19
"AN593","LKISS",2024-07-20,49.18,"P",2024-07-21,2024-07-20,"LKISS","KISS",2024-07-20
"AN593","LKISS",2024-07-21,49.17,"",2024-09-23,2024-07-21,"LKISS","KISS",2024-07-21
"AN593","LKISS",2024-07-22,49.16,"",2024-09-23,2024-07-22,"LKISS","KISS",2024-07-22
"AN593","LKISS",2024-07-23,49.14,"",2024-09-23,2024-07-23,"LKISS","KISS",2024-07-23
"AN593","LKISS",2024-07-24,49.12,"",2024-09-23,2024-07-24,"LKISS","KISS",2024-07-24
"AN593","LKISS",2024-07-25,49.1,"",2024-09-23,2024-07-25,"LKISS","KISS",2024-07-25
"AN593","LKISS",2024-07-26,49.08,"",2024-09-23,2024-07-26,"LKISS","KISS",2024-07-26
"AN593","LKISS",2024-07-27,49.05,"",2024-09-23,2024-07-27,"LKISS","KISS",2024-07-27
"AN593","LKISS",2024-07-28,49.07,"",2024-09-23,2024-07-28,"LKISS","KISS",2024-07-28
"AN593","LKISS",2024-07-29,49.07,"",2024-09-23,2024-07-29,"LKISS","KISS",2024-07-29
"AN593","LKISS",2024-07-30,49.04,"",2024-09-23,2024-07-30,"LKISS","KISS",2024-07-30
"AN593","LKISS",2024-07-31,49.03,"",2024-09-23,2024-07-31,"LKISS","KISS",2024-07-31
"AN593","LKISS",2024-08-01,49.03,"",2024-09-23,2024-08-01,"LKISS","KISS",2024-08-01
"AN593","LKISS",2024-08-02,49.06,"",2024-09-23,2024-08-02,"LKISS","KISS",2024-08-02
"AN593","LKISS",2024-08-03,49.12,"",2024-09-23,2024-08-03,"LKISS","KISS",2024-08-03
"AN593","LKISS",2024-08-04,49.15,"",2024-09-23,2024-08-04,"LKISS","KISS",2024-08-04
"AN593","LKISS",2024-08-05,49.15,"",2024-09-23,2024-08-05,"LKISS","KISS",2024-08-05
"AN593","LKISS",2024-08-06,49.32,"",2024-09-23,2024-08-06,"LKISS","KISS",2024-08-06
"AN593","LKISS",2024-08-07,49.42,"",2024-09-23,2024-08-07,"LKISS","KISS",2024-08-07
"AN593","LKISS",2024-08-08,49.46,"",2024-09-23,2024-08-08,"LKISS","KISS",2024-08-08
"AN593","LKISS",2024-08-09,49.5,"",2024-09-23,2024-08-09,"LKISS","KISS",2024-08-09
"AN593","LKISS",2024-08-10,49.53,"",2024-09-23,2024-08-10,"LKISS","KISS",2024-08-10
"AN593","LKISS",2024-08-11,49.59,"",2024-09-23,2024-08-11,"LKISS","KISS",2024-08-11
"AN593","LKISS",2024-08-12,49.64,"",2024-09-23,2024-08-12,"LKISS","KISS",2024-08-12
"AN593","LKISS",2024-08-13,49.66,"",2024-09-23,2024-08-13,"LKISS","KISS",2024-08-13
"AN593","LKISS",2024-08-14,49.66,"",2024-09-23,2024-08-14,"LKISS","KISS",2024-08-14
"AN593","LKISS",2024-08-15,49.66,"",2024-09-23,2024-08-15,"LKISS","KISS",2024-08-15
"AN593","LKISS",2024-08-16,49.63,"",2024-09-23,2024-08-16,"LKISS","KISS",2024-08-16
"AN593","LKISS",2024-08-17,49.61,"",2024-09-23,2024-08-17,"LKISS","KISS",2024-08-17
"AN593","LKISS",2024-08-18,49.57,"",2024-09-23,2024-08-18,"LKISS","KISS",2024-08-18
"AN593","LKISS",2024-08-19,49.54,"",2024-09-23,2024-08-19,"LKISS","KISS",2024-08-19
"AN593","LKISS",2024-08-20,49.56,"",2024-09-23,2024-08-20,"LKISS","KISS",2024-08-20
"AN593","LKISS",2024-08-21,49.6,"",2024-09-23,2024-08-21,"LKISS","KISS",2024-08-21
"AN593","LKISS",2024-08-22,49.67,"",2024-09-23,2024-08-22,"LKISS","KISS",2024-08-22
"AN593","LKISS",2024-08-23,49.71,"",2024-09-23,2024-08-23,"LKISS","KISS",2024-08-23
"AN593","LKISS",2024-08-24,49.73,"",2024-09-23,2024-08-24,"LKISS","KISS",2024-08-24
"AN593","LKISS",2024-08-25,49.76,"",2024-09-23,2024-08-25,"LKISS","KISS",2024-08-25
"AN593","LKISS",2024-08-26,49.8,"",2024-09-23,2024-08-26,"LKISS","KISS",2024-08-26
"AN593","LKISS",2024-08-27,49.85,"",2024-09-23,2024-08-27,"LKISS","KISS",2024-08-27
"AN593","LKISS",2024-08-28,49.9,"",2024-09-23,2024-08-28,"LKISS","KISS",2024-08-28
"AN593","LKISS",2024-08-29,49.96,"",2024-09-23,2024-08-29,"LKISS","KISS",2024-08-29
"AN593","LKISS",2024-08-30,50.04,"",2024-09-23,2024-08-30,"LKISS","KISS",2024-08-30
"AN593","LKISS",2024-08-31,50.09,"",2024-09-23,2024-08-31,"LKISS","KISS",2024-08-31
"AN593","LKISS",2024-09-01,50.12,"",2024-09-23,2024-09-01,"LKISS","KISS",2024-09-01
"AN593","LKISS",2024-09-02,50.17,"",2024-09-23,2024-09-02,"LKISS","KISS",2024-09-02
"AN593","LKISS",2024-09-03,50.26,"",2024-09-23,2024-09-03,"LKISS","KISS",2024-09-03
"AN593","LKISS",2024-09-04,50.34,"",2024-09-23,2024-09-04,"LKISS","KISS",2024-09-04
"AN593","LKISS",2024-09-05,50.41,"",2024-09-23,2024-09-05,"LKISS","KISS",2024-09-05
"AN593","LKISS",2024-09-06,50.51,"",2024-09-23,2024-09-06,"LKISS","KISS",2024-09-06
"AN593","LKISS",2024-09-07,50.63,"",2024-09-23,2024-09-07,"LKISS","KISS",2024-09-07
"AN593","LKISS",2024-09-08,50.82,"",2024-09-23,2024-09-08,"LKISS","KISS",2024-09-08
"AN593","LKISS",2024-09-09,50.96,"",2024-09-23,2024-09-09,"LKISS","KISS",2024-09-09
"AN593","LKISS",2024-09-10,51.09,"",2024-09-23,2024-09-10,"LKISS","KISS",2024-09-10
"AN593","LKISS",2024-09-11,51.23,"",2024-09-23,2024-09-11,"LKISS","KISS",2024-09-11
"AN593","LKISS",2024-09-12,51.34,"",2024-09-23,2024-09-12,"LKISS","KISS",2024-09-12
"AN593","LKISS",2024-09-13,51.43,"",2024-09-23,2024-09-13,"LKISS","KISS",2024-09-13
"AN593","LKISS",2024-09-14,51.51,"",2024-09-23,2024-09-14,"LKISS","KISS",2024-09-14
"AN593","LKISS",2024-09-15,51.59,"",2024-09-23,2024-09-15,"LKISS","KISS",2024-09-15
"AN593","LKISS",2024-09-16,51.59,"",2024-09-23,2024-09-16,"LKISS","KISS",2024-09-16
"AN593","LKISS",2024-09-17,51.6,"",2024-09-23,2024-09-17,"LKISS","KISS",2024-09-17
"AN593","LKISS",2024-09-18,51.6,"",2024-09-23,2024-09-18,"LKISS","KISS",2024-09-18
